region,topic,progress,title,text,simplified_text
basilicata,Regolamento del Verde urbano pubblico e privato,11,Art. 11 PARAMETRI URBANISTICI,"Qualora ciò non contrasti con le disposizioni del Regolamento Edilizio e con le previsioni degli strumenti urbanistici vigenti, nei comparti e nei lotti di nuovo insediamento residenziale e produttivo deve essere garantito uno standard di permeabilità pari al 30% della superficie interessata, di cui almeno la metà destinata al verde permeabile in profondità.

Sulle superfici destinate a verde devono essere messi a dimora alberi ed arbusti in quantità tali da garantire, una volta raggiunta la maturità vegetativa, le coperture del suolo di seguito riportate, da calcolare secondo le superfici medie indicate nell'Allegato C:
- nelle zone residenziali/terziarie/direzionali: 30% di copertura arborea e 10% di copertura arbustiva
- nelle zone produttive/industriali: 40% di copertura arborea e 20% di copertura arbustiva

Qualora per documentata impossibilità non sia possibile assicurare le percentuali di copertura di suolo di cui al punto precedente, gli interessati sono tenuti a corrispondere al Comune un indennizzo per mancata ricopertura pari a 25,00/m2.

Nelle zone esterne al perimetro urbano e lungo i confini fra nuovi insediamenti urbanistici e zone agricole, è consentito solo l'utilizzo di specie comprese nell'Allegato C, salvo motivate scelte di composizione architettonico-paesaggistica che comunque non riguardino più del 20% delle alberature da mettere a dimora.

Sono consentite deroghe alle norme di cui al punto precedente solo in caso di restauro di Parchi e Giardini storici, Orti botanici e impianti arborei destinati alla ricerca universitaria.

Le aree di pertinenza delle alberature di cui al precedente articolo 8, fermo restando il computo ai fini edificatori secondo i parametri urbanistici ed edilizi previsti dagli strumenti urbanistici vigenti, sono da considerarsi non edificabili.","Se non ci sono contrasti con il Regolamento Edilizio e con gli strumenti urbanistici in vigore, nei nuovi insediamenti residenziali e produttivi deve essere garantita una permeabilità del 30% della superficie. Di questa, almeno la metà deve essere destinata a verde permeabile.

Sulle aree destinate a verde devono essere piantati alberi e arbusti in quantità tali da garantire, una volta maturi, le seguenti coperture del suolo, calcolate secondo le superfici medie indicate nell'Allegato C:
- Nelle zone residenziali, terziarie e direzionali: 30% di copertura arborea e 10% di copertura arbustiva.
- Nelle zone produttive e industriali: 40% di copertura arborea e 20% di copertura arbustiva.

Se non è possibile raggiungere le percentuali di copertura indicate, gli interessati devono pagare al Comune un indennizzo di 25,00 euro per ogni metro quadrato non coperto.

Nelle zone al di fuori del perimetro urbano e lungo i confini tra nuovi insediamenti e zone agricole, è permesso utilizzare solo le specie indicate nell'Allegato C, a meno che non ci siano scelte architettoniche e paesaggistiche motivate, che non devono riguardare più del 20% delle alberature da piantare.

Sono ammesse deroghe alle norme precedenti solo per il restauro di Parchi e Giardini storici, Orti botanici e impianti arborei destinati alla ricerca universitaria.

Le aree intorno alle alberature, come indicato nell'articolo 8, sono considerate non edificabili, mantenendo il conteggio ai fini edificatori secondo i parametri urbanistici ed edilizi previsti dagli strumenti urbanistici in vigore."
basilicata,Regolamento del Verde urbano pubblico e privato,12,Art. 12 VERDE PER PARCHEGGI,"La sistemazione a verde in aree di parcheggio è finalizzata alla riduzione dell'impatto ambientale ed all'ottimizzazione del rapporto tra funzionalità ed inserimento paesaggistico.

Nella realizzazione di parcheggi al servizio di strutture residenziali, terziarie, commerciali e ricettive, la sistemazione a verde deve interessare una superficie non inferiore al 25% dell'area complessiva e deve essere caratterizzata da:
- alberature non resinose;
- distribuzione che garantisca il razionale ombreggiamento;
- copertura suolo con arbusti ed essenze tappezzanti;
- eventuali pavimentazioni permeabili alle acque meteoriche.

Per ogni albero impiantato o da impiantare in aree di parcheggio è necessario garantire una superficie a terreno naturale, non inferiore alle misure di seguito riportate:
- m2 9,00 per piante di 1a grandezza
- m2 4,50 per piante di 2a grandezza
- m2 3,00 per piante di 3a grandezza

In caso di aree a parcheggio ricavate in spazi angusti e densamente urbanizzati, ove si dimostri l'impossibilità di garantire lo standard di cui al precedente punto 2, è necessario prevedere sistemi di miglioramento ambientale mediante sistemazioni a verde pensile e rivestimenti di tipo rampicante o ricadente.","La sistemazione a verde nelle aree di parcheggio serve a ridurre l'impatto ambientale e a migliorare l'integrazione con il paesaggio.

Quando si realizzano parcheggi per abitazioni, uffici, negozi e strutture ricettive, è obbligatorio dedicare almeno il 25% dell'area totale a spazi verdi. Questi spazi devono avere le seguenti caratteristiche:
- alberi che non producono resina;
- una disposizione che garantisca ombra efficace;
- copertura del suolo con arbusti e piante tappezzanti;
- pavimentazioni che permettano il passaggio dell'acqua piovana.

Per ogni albero piantato o da piantare in un'area di parcheggio, è necessario garantire una superficie di terreno naturale, che deve essere almeno:
- 9,00 m² per alberi di prima grandezza;
- 4,50 m² per alberi di seconda grandezza;
- 3,00 m² per alberi di terza grandezza.

Se si devono realizzare parcheggi in spazi ristretti e molto urbanizzati, e non è possibile rispettare le misure sopra indicate, è necessario adottare soluzioni per migliorare l'ambiente, come giardini pensili e piante rampicanti o ricadenti."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),1,Art. 1 ISTITUZIONE DEL TRIBUTO,"Per la copertura integrale del costo del servizio di gestione dei rifiuti urbani, a decorrere dal 1° gennaio 2014, è istituita la Tassa sui Rifiuti (TARI), da applicare secondo quanto disposto dall'articolo 1, commi 639 e seguenti, della legge 27 dicembre 2013, n. 147 e successive modifiche, come disposto dall'art. 1, comma 738, della Legge 27 dicembre 2019, n.160 ""Bilancio di previsione dello Stato per l'anno finanziario 2020 e bilancio pluriennale per il triennio 2020-2022"", ha disposto che ""A decorrere dal 2020, l'imposta unica comunale di cui all'articolo 1, comma 639, della legge 27 dicembre 2013, n. 147 è abolita, ad eccezione delle disposizioni relative alla tassa sui rifiuti (TARI)"", e con l'osservanza delle prescrizioni e dei criteri di cui al presente regolamento.

Il predetto prelievo, di natura tributaria, è finalizzato alla copertura integrale dei costi relativi al servizio di gestione dei rifiuti urbani, nel rispetto dei criteri fissati dal presente regolamento.

La classificazione dei rifiuti urbani e dei rifiuti speciali è effettuata con riferimento alle definizioni di cui all'art.184 del D.Lgs n. 152/2006 e s.m.i (T.U.A.) e secondo le disposizioni regolamentari vigenti.

L'entrata qui disciplinata ha natura tributaria, non intendendosi con il presente regolamento attivare la tariffa con natura corrispettiva di cui all'articolo 1, comma 668, della legge n. 147/2013.

Il regolamento è conforme ai principi previsti nelle vigenti disposizioni di cui alla legge 27 dicembre 2017 n. 205 che attribuiscono all'Autorità di Regolazione per Energia Reti e Ambiente (ARERA) funzioni di regolazione e controllo del ciclo dei rifiuti, anche differenziati, urbani e assimilati, da esercitarsi ""con i medesimi poteri e nel quadro dei principi, delle finalità e delle attribuzioni, anche di natura sanzionatoria"" stabiliti dalla legge istitutiva e già esercitati negli altri settori di competenza.

Per quanto non previsto dal presente regolamento, si rinvia alle disposizioni normative legislative e regolamentari vigenti tempo per tempo.","A partire dal 1° gennaio 2014, è stata introdotta la Tassa sui Rifiuti (TARI) per coprire completamente i costi del servizio di gestione dei rifiuti urbani. Questa tassa si applica secondo quanto stabilito dalla legge 27 dicembre 2013, n. 147 e successive modifiche. Inoltre, la legge 27 dicembre 2019, n. 160 ha abolito l'imposta unica comunale, mantenendo solo le disposizioni relative alla TARI.

La TARI è un tributo che serve a coprire i costi del servizio di gestione dei rifiuti urbani, seguendo i criteri stabiliti in questo regolamento.

La classificazione dei rifiuti urbani e speciali si basa sulle definizioni dell'articolo 184 del D.Lgs n. 152/2006 e sulle norme attuali.

Questa tassa ha natura tributaria e non attiva una tariffa corrispettiva, come previsto dall'articolo 1, comma 668, della legge n. 147/2013.

Il regolamento rispetta i principi della legge 27 dicembre 2017 n. 205, che assegna all'Autorità di Regolazione per Energia Reti e Ambiente (ARERA) il compito di regolare e controllare il ciclo dei rifiuti, anche quelli differenziati, seguendo le stesse modalità e poteri già utilizzati in altri settori.

Per tutto ciò che non è specificato in questo regolamento, si fa riferimento alle leggi e ai regolamenti vigenti."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),2,ART. 2 OGGETTO E AMBITO DI APPLICAZIONE DEL REGOLAMENTO,"Il presente regolamento, adottato nell'ambito della potestà regolamentare prevista dall'articolo 52 del decreto legislativo 15 dicembre 1997, n. 446, integra la disciplina legislativa della tassa sui rifiuti, statuita dall'art. 1, commi 641 e seguenti della legge 27 dicembre 2013, n. 147, conformemente alle disposizioni contenute nel D.Lgs. 3 settembre 2020, n.116, e dal D.P.R. 158/1999, aggiornate secondo il contenuto della delibera n. 443/2019, n. 363/2021 e 15/2022 emanate dall'autorità di regolazione ARERA.

Il presente regolamento fissa i criteri per l'applicazione del tributo al fine di:
- definire i coefficienti ed i meccanismi di determinazione delle tariffe delle diverse utenze, unitamente alle modalità di applicazione del tributo;
- classificare le categorie di utenza, nel rispetto delle disposizioni dettate dal legislatore nazionale, in considerazione della potenzialità dei rifiuti conferiti;
- esercitare la potestà regolamentare attribuita ai Comuni ai sensi dell'articolo 52 del D.Lgs. 15 dicembre 1997, n. 446, con particolare riferimento alla gestione del tributo, alle riduzioni ed agevolazioni previste dal legislatore.","Questo regolamento è stato creato in base all'articolo 52 del decreto legislativo 15 dicembre 1997, n. 446. Esso completa le norme sulla tassa sui rifiuti stabilite dall'articolo 1, commi 641 e seguenti della legge 27 dicembre 2013, n. 147. Il regolamento si adegua anche alle disposizioni del D.Lgs. 3 settembre 2020, n. 116, e del D.P.R. 158/1999, aggiornate secondo le delibere n. 443/2019, n. 363/2021 e 15/2022 dell'autorità di regolazione ARERA.

Il regolamento stabilisce i criteri per applicare il tributo, con l'obiettivo di:
- definire i coefficienti e i metodi per calcolare le tariffe delle diverse utenze, insieme alle modalità di applicazione del tributo;
- classificare le categorie di utenza, seguendo le norme nazionali e considerando la quantità di rifiuti conferiti;
- esercitare il potere regolamentare dei Comuni, come previsto dall'articolo 52 del D.Lgs. 15 dicembre 1997, n. 446, in particolare per la gestione del tributo e per le riduzioni e agevolazioni previste dalla legge."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),3,ART. 3 RIFIUTI URBANI E RIFIUTI SPECIALI,"La gestione dei rifiuti urbani comprende la raccolta, il trasporto, il recupero e lo smaltimento dei rifiuti urbani domestici e non domestici e costituisce un servizio di pubblico interesse, svolto in regime di privativa sull'intero territorio comunale.

La definizione e classificazione delle diverse tipologie di rifiuti sono contenute nel Decreto Legislativo 3 aprile 2006, n.152 e s.m.i., così come modificato dal D.Lgs. 116/2020, dal 1 gennaio 2021, i rifiuti sono classificabili, secondo l'origine, in rifiuti urbani e rifiuti speciali e, secondo le caratteristiche di pericolosità, in rifiuti pericolosi e rifiuti non pericolosi.

Il recepimento nel nostro ordinamento delle direttive europee sull'economia circolare ha determinato una revisione del Decreto Legislativo 3 aprile 2006 n. 152 (Testo Unico Ambientale – T.U.A.) sotto vari profili. In particolare il Decreto Legislativo 3 settembre 2020 n. 116, attuativo della delibera comunitaria n. 851/2018 riforma l'art. 198 del T.U.A. (art. 1 comma 24 della D.Leg.vo 116/2020) sopprimendo ogni riferimento ai rifiuti assimilati agli urbani.

Sono Rifiuti Urbani ai sensi dell'articolo 183, comma, lettera b)-ter del Decreto Legislativo 3 aprile 2006, n. 152:
- i rifiuti domestici indifferenziati e da raccolta differenziata, ivi compresi: carta e cartone, vetro, metalli, plastica, rifiuti organici, legno, tessili, imballaggi, rifiuti di apparecchiature elettriche ed elettroniche, rifiuti di pile e accumulatori e rifiuti ingombranti, ivi compresi materassi e mobili;
- i rifiuti indifferenziati e da raccolta differenziata provenienti da altre fonti che sono simili per natura e composizione ai rifiuti domestici indicati nell'allegato L-quater prodotti dalle attività riportate nell'allegato L-quinquies al medesimo decreto legislativo;
-i rifiuti provenienti dallo spazzamento delle strade e dallo svuotamento dei cestini portarifiuti;
- i rifiuti di qualunque natura o provenienza, giacenti sulle strade ed aree pubbliche o sulle strade ed aree private comunque soggette ad uso pubblico o sulle spiagge marittime e lacuali e sulle rive dei corsi d'acqua;
- i rifiuti della manutenzione del verde pubblico, come foglie, sfalci d'erba e potature di alberi, nonché i rifiuti risultanti dalla pulizia dei mercati;
- i rifiuti provenienti da aree cimiteriali, esumazioni ed estumulazioni, nonché gli altri rifiuti provenienti da attività cimiteriale diversi da quelli di cui alle lettere c, d ed e.

Sono Rifiuti Speciali, così come definiti dall'articolo 184, comma 3, del D.Lgs. 3 aprile 2006, n. 152:
- i rifiuti prodotti nell'ambito delle attività agricole, agro-industriali e della silvicoltura, ai sensi e per gli effetti dell'articolo 2135 del Codice Civile, e della pesca;
- i rifiuti prodotti dalle attività di costruzione e demolizione, nonché i rifiuti che derivano dalle attività di scavo, fermo restando quanto disposto dall'articolo 184-bis, del D.Lgs. 3 aprile 2006, n. 152;
- i rifiuti prodotti nell'ambito delle lavorazioni industriali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle lavorazioni artigianali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle attività commerciali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle attività di servizio se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti derivanti dall'attività di recupero e smaltimento di rifiuti, i fanghi prodotti dalla potabilizzazione e da altri trattamenti delle acque e dalla depurazione delle acque reflue, nonché i rifiuti da abbattimento di fumi, dalle fosse settiche e dalle reti fognarie;
- i rifiuti derivanti da attività sanitarie se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti derivanti dalla pesca;
- i veicoli fuori uso.","**Gestione dei Rifiuti Urbani**

La gestione dei rifiuti urbani include la raccolta, il trasporto, il recupero e lo smaltimento dei rifiuti provenienti da case e attività commerciali. Questo servizio è di interesse pubblico e viene svolto in modo esclusivo su tutto il territorio comunale.

**Tipologie di Rifiuti**

Le diverse tipologie di rifiuti sono definite nel Decreto Legislativo 3 aprile 2006, n. 152, e successive modifiche, in particolare dal D.Lgs. 116/2020. Dal 1 gennaio 2021, i rifiuti si classificano in due categorie: rifiuti urbani e rifiuti speciali. Inoltre, i rifiuti possono essere pericolosi o non pericolosi.

L'adeguamento alle direttive europee sull'economia circolare ha portato a una revisione del Decreto Legislativo 3 aprile 2006 n. 152 (Testo Unico Ambientale). In particolare, il D.Lgs. 3 settembre 2020 n. 116 ha modificato l'articolo 198 del T.U.A., eliminando i riferimenti ai rifiuti assimilati agli urbani.

**Rifiuti Urbani**

Secondo l'articolo 183, comma b)-ter del Decreto Legislativo 3 aprile 2006, n. 152, i rifiuti urbani comprendono:

- Rifiuti domestici, sia indifferenziati che da raccolta differenziata, come carta, cartone, vetro, metalli, plastica, rifiuti organici, legno, tessili, imballaggi, rifiuti di apparecchiature elettriche ed elettroniche, pile, accumulatori e rifiuti ingombranti (es. materassi e mobili).
- Rifiuti indifferenziati e da raccolta differenziata provenienti da altre fonti, simili ai rifiuti domestici.
- Rifiuti derivanti dallo spazzamento delle strade e dallo svuotamento dei cestini.
- Rifiuti di qualsiasi tipo presenti su strade, aree pubbliche, spiagge e rive dei corsi d'acqua.
- Rifiuti dalla manutenzione del verde pubblico, come foglie e potature, e rifiuti dalla pulizia dei mercati.
- Rifiuti provenienti da aree cimiteriali, esumazioni ed estumulazioni, e altri rifiuti cimiteriali.

**Rifiuti Speciali**

I rifiuti speciali, definiti dall'articolo 184, comma 3, del D.Lgs. 3 aprile 2006, n. 152, includono:

- Rifiuti delle attività agricole, agro-industriali, silvicoltura e pesca.
- Rifiuti da costruzione e demolizione, e rifiuti derivanti da scavi.
- Rifiuti da lavorazioni industriali, artigianali, commerciali e di servizio, se diversi dai rifiuti urbani.
- Rifiuti da recupero e smaltimento, fanghi da potabilizzazione e depurazione delle acque, e rifiuti da abbattimento di fumi.
- Rifiuti derivanti da attività sanitarie, se diversi dai rifiuti urbani.
- Rifiuti dalla pesca.
- Veicoli fuori uso."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),4,ART. 4 SOGGETTO ATTIVO,"La TARI è applicata e riscossa dal Comune nel cui territorio insiste, interamente o prevalentemente, la superficie dei locali ed aree tassabili. Ai fini della prevalenza si considera l'intera superficie dell'immobile, anche se parte di essa sia esclusa o esente da tassa.

In caso di variazioni delle circoscrizioni territoriali dei comuni, anche se dipendenti dall'istituzione di nuovi comuni, si considera soggetto attivo il Comune nell'ambito del cui territorio risultano ubicati gli immobili al 1° gennaio dell'anno cui la tassa si riferisce, salvo diversa intesa tra gli enti interessati e fermo rimanendo il divieto di doppia imposizione.

Il soggetto che si occupa della gestione dei rifiuti, svolta in regime di privativa pubblica sull'intero territorio comunale, è designato come gestore del servizio.","La TARI è la tassa sui rifiuti. Viene applicata e riscossa dal Comune dove si trovano i locali e le aree da tassare. Per determinare dove si applica la tassa, si considera l'intera superficie dell'immobile, anche se alcune parti sono esenti.

Se ci sono cambiamenti nei confini dei comuni, il Comune che gestisce la tassa è quello dove si trovano gli immobili il 1° gennaio dell'anno di riferimento. Questo vale a meno che non ci sia un accordo diverso tra i comuni coinvolti. Non è possibile applicare la tassa due volte per lo stesso immobile.

Il Comune ha un gestore del servizio di raccolta dei rifiuti, che opera in esclusiva su tutto il territorio comunale."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),5,ART. 5 SOGGETTO PASSIVO,"La TARI è dovuta da chi, persona fisica o giuridica, a qualsiasi titolo possieda o detenga i locali o aree scoperte a qualsiasi uso adibiti, suscettibili di produrre rifiuti urbani di cui all'art. 183 comma 1 lettera b-ter del D.Lgs. 152/2006, con vincolo di solidarietà tra i componenti la famiglia o coloro che usano in comune le superfici stesse. In caso di pluralità di possessori o di detentori, essi sono tenuti in solido all'adempimento dell'obbligazione tributaria

In caso di detenzione temporanea, di durata non superiore a sei mesi, nel corso dello stesso anno solare, la TARI è dovuta soltanto dal possessore dei locali e delle aree a titolo di proprietà, usufrutto, uso, abitazione o superficie.

In presenza di locali in multiproprietà e di centri commerciali integrati, responsabile del versamento della tassa dovuta per i locali e per le aree scoperte di uso comune, è il soggetto che gestisce i servizi comuni. I locali e le aree scoperte in uso esclusivo restano invece a carico dei singoli occupanti o detentori.

Per le organizzazioni prive di personalità giuridica e le associazioni non riconosciute la tassa è dovuta da chi le presiede o le rappresenta, con vincolo di solidarietà tra tutti i soci.

Per i locali destinati ad attività ricettiva (residence, affittacamere, B&B e simili) la tariffa è dovuta da chi gestisce l'attività; i locali di affittacamere sono quelli per i quali l'attività è conseguente ad una autorizzazione amministrativa rilasciata dal competente ufficio.

Il Comune, quale ente impositore, è soggetto passivo del tributo per i locali e le aree adibite ad uffici e servizi comunali. La copertura delle spese è assicurata da risorse diverse dai proventi del tributo relativo all'esercizio di competenza.","La TARI è la tassa sui rifiuti e deve essere pagata da chi possiede o utilizza locali o aree scoperte che producono rifiuti urbani. Questo vale sia per le persone fisiche che per quelle giuridiche. Se ci sono più persone che possiedono o utilizzano gli stessi locali, tutte sono responsabili del pagamento della tassa.

Se una persona utilizza un locale per un periodo temporaneo, che non supera i sei mesi nello stesso anno, la TARI deve essere pagata solo dal proprietario del locale.

Nei casi di multiproprietà o nei centri commerciali, chi deve pagare la tassa per i locali e le aree comuni è la persona che gestisce i servizi comuni. I locali e le aree utilizzate in modo esclusivo devono essere pagati dai singoli occupanti.

Per le associazioni senza personalità giuridica, la tassa deve essere pagata da chi le presiede, e tutti i soci sono solidalmente responsabili.

Per i locali adibiti ad attività ricettiva, come residence, affittacamere e B&B, la tassa è a carico di chi gestisce l'attività. Gli affittacamere devono avere un'autorizzazione rilasciata dall'ufficio competente.

Il Comune è responsabile del pagamento della TARI per i locali e le aree utilizzate per uffici e servizi comunali. Le spese sono coperte da fonti diverse dai proventi della tassa."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),6,ART. 6 PRESUPPOSTO OGGETTIVO,"Il presupposto della TARI è il possesso o la detenzione a qualsiasi titolo e anche di fatto, di locali o di aree scoperte, a qualsiasi uso adibiti, suscettibili di produrre rifiuti urbani.

Si considerano suscettibili di produrre rifiuti urbani:
- tutti i locali, comunque denominati, esistenti in qualsiasi specie di costruzione stabilmente infissa al suolo o nel suolo, chiusi o chiudibili da ogni lato verso l'esterno, qualunque sia la loro destinazione o il loro uso, a prescindere dalla loro regolarità in relazione alle disposizioni di carattere urbanistico edilizio e catastale;
- le aree scoperte, intendendosi per tali sia le superfici prive di edifici o di strutture edilizie, sia gli spazi circoscritti che non costituiscono locale, come tettoie, balconi, terrazze, dancing, cinema all'aperto e parcheggi, salvo i casi di esclusione di cui al successivo articolo 8;
- aree destinate in modo temporaneo e non continuativo ad attività quali mercati ambulanti, fiere, mostre ed attività similari.

La presenza di arredo oppure l'attivazione anche di uno solo dei pubblici servizi di erogazione idrica, elettrica, calore, gas, telefonica o informatica, costituiscono presunzione semplice dell'occupazione o conduzione dell'immobile e della conseguente attitudine alla produzione di rifiuti. Per le utenze non domestiche la medesima presunzione è integrata altresì dal rilascio da parte degli enti competenti, anche in forma tacita, di atti assentivi o autorizzativi per l'esercizio di attività nell'immobile o da dichiarazione rilasciata da titolare di pubblica autorità. Per le utenze domestiche la medesima presunzione è integrata dall'acquisizione della residenza anagrafica. Sono comunque considerati tassabili i locali non a destinazione abitativa sfitti e/o non occupati se idonei all'utilizzo di magazzino o deposito.

Nelle unità immobiliari adibite a civile abitazione, qualora una parte della superficie sia utilizzata per lo svolgimento di un'attività economica e/o professionale, il titolare ha l'obbligo di indicare la superficie destinata allo svolgimento dell'attività economica, e relativamente a tale superficie, si applica la tariffa vigente per l'attività stessa.

La mancata utilizzazione del servizio di gestione dei rifiuti urbani o l'interruzione temporanea dello stesso non comportano esonero o riduzione della TARI.","**TARI: Informazioni Semplici**

La TARI si applica a chi possiede o utilizza locali o aree scoperte che possono produrre rifiuti urbani.

Si considerano luoghi che producono rifiuti urbani:
- Tutti i locali, di qualsiasi tipo, che si trovano in edifici fissi al suolo, chiusi o chiudibili, indipendentemente dal loro uso e dalla loro regolarità urbanistica.
- Le aree scoperte, cioè spazi senza edifici, come tettoie, balconi, terrazze, cinema all'aperto e parcheggi, a meno che non siano esclusi dall'articolo 8.
- Aree usate temporaneamente per mercati, fiere e simili.

Se ci sono arredi o se è attivo anche solo uno dei servizi pubblici (acqua, elettricità, riscaldamento, gas, telefono o internet), si presume che l'immobile sia occupato e che possa produrre rifiuti. Per le attività non domestiche, questa presunzione si rafforza se ci sono autorizzazioni da enti competenti. Per le abitazioni, si considera la residenza anagrafica. Anche i locali sfitti o non occupati, ma idonei per magazzino o deposito, sono soggetti a TARI.

Se in un'abitazione si usa una parte per un'attività economica o professionale, il proprietario deve indicare la superficie utilizzata per questa attività. Su questa superficie si applica la tariffa prevista per l'attività.

Non utilizzare il servizio di gestione dei rifiuti urbani o interromperlo temporaneamente non esonera dalla TARI né riduce l'importo da pagare."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),7,ART. 7 DEFINIZIONI,"Ai fini del presente regolamento si intendono per:
- locali, le strutture stabilmente infisse al suolo chiuse su tre lati verso l'esterno, anche se non conformi alle disposizioni urbanistico-edilizie;
- aree scoperte, sia le superfici prive di edifici o di strutture edilizie, sia gli spazi circoscritti che non costituiscono locale, come tettoie, balconi, terrazze, campeggi, dancing e cinema all'aperto, parcheggi;
- utenze domestiche, le superfici adibite a civile abitazione;
- utenze non domestiche, le restanti superfici, tra cui le comunità, le attività commerciali, artigianali, industriali, professionali e le attività produttive in genere.","Nel presente regolamento, definiamo i seguenti termini:

- **Locali**: strutture fisse al suolo, chiuse su tre lati, anche se non rispettano le norme urbanistiche e edilizie.
- **Aree scoperte**: superfici senza edifici o strutture, e spazi come tettoie, balconi, terrazze, campeggi, dancing, cinema all'aperto e parcheggi.
- **Utenze domestiche**: superfici utilizzate come abitazioni.
- **Utenze non domestiche**: tutte le altre superfici, comprese comunità, attività commerciali, artigianali, industriali, professionali e produttive in generale."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),8,Art. 12 VINCOLO DI SOLIDARIETÀ,"I soggetti passivi che detengono o posseggano i locali o le aree, come individuate ai precedenti articoli 6 e 9, sono tenuti al versamento del tributo con vincolo di solidarietà tra i componenti del nucleo familiare o tra coloro che usano in comune i suddetti locali o aree.",Le persone che possiedono o utilizzano i locali o le aree indicate negli articoli 6 e 9 devono pagare il tributo. Questo pagamento deve essere fatto in modo solidale tra i membri della stessa famiglia o tra chi usa insieme questi locali o aree.
campania,Regolamento d'uso degli impianti sportivi,1,ART. 1,"Gli Impianti Sportivi del Comune di Napoli sono destinati all'uso pubblico per la diffusione e la pratica dello sport inteso nelle sue forme educative, ricreative, addestrative ed agonistiche ed, in alternativa, per manifestazioni non sportive.

L'utilizzo degli impianti sportivi comunali è prioritariamente rivolto a soddisfare gli interessi generali della città.

I Concessionari e/o gli utenti degli impianti sportivi comunali possono essere: le Società Sportive, le Federazioni Sportive, gli Enti di Promozione Sportiva, le Scuole d'obbligo e Superiori e, in genere, tutti gli organismi associativi che perseguono finalità formative, ricreative e sociali nell'ambito dello Sport.

I singoli cittadini possono utilizzare gli impianti sportivi.

Le modalità d'uso degli impianti sportivi sono stabilite dal seguente Regolamento.","Gli impianti sportivi del Comune di Napoli sono aperti al pubblico. Possono essere usati per praticare sport in modo educativo, ricreativo, formativo e agonistico. In alternativa, possono ospitare eventi non sportivi.

L'uso degli impianti sportivi è principalmente rivolto a soddisfare gli interessi della comunità.

Possono utilizzare gli impianti sportivi comunali: le società sportive, le federazioni sportive, gli enti di promozione sportiva, le scuole di ogni ordine e grado e, in generale, tutte le associazioni che promuovono attività formative, ricreative e sociali legate allo sport.

Anche i singoli cittadini possono accedere agli impianti sportivi.

Le modalità di utilizzo degli impianti sportivi sono definite nel Regolamento seguente."
