region,topic,progress,title,text,simplified_text
basilicata,Regolamento del Verde urbano pubblico e privato,11,Art. 11 PARAMETRI URBANISTICI,"Qualora ciò non contrasti con le disposizioni del Regolamento Edilizio e con le previsioni degli strumenti urbanistici vigenti, nei comparti e nei lotti di nuovo insediamento residenziale e produttivo deve essere garantito uno standard di permeabilità pari al 30% della superficie interessata, di cui almeno la metà destinata al verde permeabile in profondità.

Sulle superfici destinate a verde devono essere messi a dimora alberi ed arbusti in quantità tali da garantire, una volta raggiunta la maturità vegetativa, le coperture del suolo di seguito riportate, da calcolare secondo le superfici medie indicate nell'Allegato C:
- nelle zone residenziali/terziarie/direzionali: 30% di copertura arborea e 10% di copertura arbustiva
- nelle zone produttive/industriali: 40% di copertura arborea e 20% di copertura arbustiva

Qualora per documentata impossibilità non sia possibile assicurare le percentuali di copertura di suolo di cui al punto precedente, gli interessati sono tenuti a corrispondere al Comune un indennizzo per mancata ricopertura pari a 25,00/m2.

Nelle zone esterne al perimetro urbano e lungo i confini fra nuovi insediamenti urbanistici e zone agricole, è consentito solo l'utilizzo di specie comprese nell'Allegato C, salvo motivate scelte di composizione architettonico-paesaggistica che comunque non riguardino più del 20% delle alberature da mettere a dimora.

Sono consentite deroghe alle norme di cui al punto precedente solo in caso di restauro di Parchi e Giardini storici, Orti botanici e impianti arborei destinati alla ricerca universitaria.

Le aree di pertinenza delle alberature di cui al precedente articolo 8, fermo restando il computo ai fini edificatori secondo i parametri urbanistici ed edilizi previsti dagli strumenti urbanistici vigenti, sono da considerarsi non edificabili.","Se non ci sono conflitti con il Regolamento Edilizio e con i piani urbanistici attuali, nei nuovi quartieri residenziali e produttivi bisogna garantire che almeno il 30% del terreno sia permeabile. Di questo 30%, almeno la metà deve essere destinata a verde profondo.

Nelle aree verdi bisogna piantare alberi e arbusti in modo che, quando saranno cresciuti, coprano il suolo come segue (calcolato secondo le superfici medie dell'Allegato C):
- Nelle zone residenziali, terziarie e direzionali: 30% di copertura con alberi e 10% con arbusti.
- Nelle zone produttive e industriali: 40% di copertura con alberi e 20% con arbusti.

Se non è possibile raggiungere queste percentuali, bisogna pagare al Comune un indennizzo di 25,00 euro per metro quadrato di mancata copertura.

Nelle aree fuori dal perimetro urbano e lungo i confini tra nuovi insediamenti e zone agricole, si possono usare solo le specie elencate nell'Allegato C, a meno che non ci siano motivi architettonici o paesaggistici per scegliere diversamente, ma non più del 20% degli alberi può essere diverso.

Si possono fare eccezioni a queste regole solo per il restauro di Parchi e Giardini storici, Orti botanici e impianti arborei per la ricerca universitaria.

Le aree intorno agli alberi, come indicato nell'articolo 8, non possono essere costruite, anche se vengono considerate nel calcolo per la costruzione secondo i parametri urbanistici ed edilizi attuali."
basilicata,Regolamento del Verde urbano pubblico e privato,12,Art. 12 VERDE PER PARCHEGGI,"La sistemazione a verde in aree di parcheggio è finalizzata alla riduzione dell'impatto ambientale ed all'ottimizzazione del rapporto tra funzionalità ed inserimento paesaggistico.

Nella realizzazione di parcheggi al servizio di strutture residenziali, terziarie, commerciali e ricettive, la sistemazione a verde deve interessare una superficie non inferiore al 25% dell'area complessiva e deve essere caratterizzata da:
- alberature non resinose;
- distribuzione che garantisca il razionale ombreggiamento;
- copertura suolo con arbusti ed essenze tappezzanti;
- eventuali pavimentazioni permeabili alle acque meteoriche.

Per ogni albero impiantato o da impiantare in aree di parcheggio è necessario garantire una superficie a terreno naturale, non inferiore alle misure di seguito riportate:
- m2 9,00 per piante di 1a grandezza
- m2 4,50 per piante di 2a grandezza
- m2 3,00 per piante di 3a grandezza

In caso di aree a parcheggio ricavate in spazi angusti e densamente urbanizzati, ove si dimostri l'impossibilità di garantire lo standard di cui al precedente punto 2, è necessario prevedere sistemi di miglioramento ambientale mediante sistemazioni a verde pensile e rivestimenti di tipo rampicante o ricadente.","La sistemazione a verde nelle aree di parcheggio serve a ridurre l'impatto ambientale e a migliorare l'integrazione con il paesaggio.

Quando si costruiscono parcheggi per case, uffici, negozi e hotel, almeno il 25% dell'area totale deve essere dedicato al verde. Questo verde deve includere:
- alberi che non producono resina;
- una disposizione che assicuri un'ombra efficace;
- copertura del suolo con arbusti e piante tappezzanti;
- pavimentazioni che permettano all'acqua piovana di filtrare.

Per ogni albero piantato o da piantare nei parcheggi, bisogna garantire una superficie di terreno naturale di almeno:
- 9 metri quadrati per alberi di grande dimensione;
- 4,5 metri quadrati per alberi di media dimensione;
- 3 metri quadrati per alberi di piccola dimensione.

Se i parcheggi si trovano in spazi stretti e molto urbanizzati, e non è possibile rispettare le misure sopra indicate, bisogna usare soluzioni come giardini pensili e piante rampicanti o ricadenti per migliorare l'ambiente."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),1,Art. 1 ISTITUZIONE DEL TRIBUTO,"Per la copertura integrale del costo del servizio di gestione dei rifiuti urbani, a decorrere dal 1° gennaio 2014, è istituita la Tassa sui Rifiuti (TARI), da applicare secondo quanto disposto dall'articolo 1, commi 639 e seguenti, della legge 27 dicembre 2013, n. 147 e successive modifiche, come disposto dall'art. 1, comma 738, della Legge 27 dicembre 2019, n.160 ""Bilancio di previsione dello Stato per l'anno finanziario 2020 e bilancio pluriennale per il triennio 2020-2022"", ha disposto che ""A decorrere dal 2020, l'imposta unica comunale di cui all'articolo 1, comma 639, della legge 27 dicembre 2013, n. 147 è abolita, ad eccezione delle disposizioni relative alla tassa sui rifiuti (TARI)"", e con l'osservanza delle prescrizioni e dei criteri di cui al presente regolamento.

Il predetto prelievo, di natura tributaria, è finalizzato alla copertura integrale dei costi relativi al servizio di gestione dei rifiuti urbani, nel rispetto dei criteri fissati dal presente regolamento.

La classificazione dei rifiuti urbani e dei rifiuti speciali è effettuata con riferimento alle definizioni di cui all'art.184 del D.Lgs n. 152/2006 e s.m.i (T.U.A.) e secondo le disposizioni regolamentari vigenti.

L'entrata qui disciplinata ha natura tributaria, non intendendosi con il presente regolamento attivare la tariffa con natura corrispettiva di cui all'articolo 1, comma 668, della legge n. 147/2013.

Il regolamento è conforme ai principi previsti nelle vigenti disposizioni di cui alla legge 27 dicembre 2017 n. 205 che attribuiscono all'Autorità di Regolazione per Energia Reti e Ambiente (ARERA) funzioni di regolazione e controllo del ciclo dei rifiuti, anche differenziati, urbani e assimilati, da esercitarsi ""con i medesimi poteri e nel quadro dei principi, delle finalità e delle attribuzioni, anche di natura sanzionatoria"" stabiliti dalla legge istitutiva e già esercitati negli altri settori di competenza.

Per quanto non previsto dal presente regolamento, si rinvia alle disposizioni normative legislative e regolamentari vigenti tempo per tempo.","Dal 1° gennaio 2014, è stata introdotta la Tassa sui Rifiuti (TARI) per coprire interamente i costi del servizio di gestione dei rifiuti urbani. Questa tassa segue le regole stabilite dalla legge del 27 dicembre 2013, n. 147, e le sue modifiche successive. Dal 2020, la legge di bilancio ha eliminato l'imposta unica comunale, ma ha mantenuto la TARI. La TARI copre tutti i costi del servizio di gestione dei rifiuti urbani, seguendo i criteri di questo regolamento.

I rifiuti urbani e speciali sono classificati secondo le definizioni dell'articolo 184 del Decreto Legislativo n. 152/2006 e le regole attuali. La TARI è un'imposta e non una tariffa basata sull'uso, come specificato dalla legge n. 147/2013.

Il regolamento rispetta i principi della legge del 27 dicembre 2017 n. 205, che assegna all'Autorità di Regolazione per Energia Reti e Ambiente (ARERA) il compito di regolare e controllare il ciclo dei rifiuti urbani e assimilati. ARERA esercita queste funzioni con gli stessi poteri e principi usati in altri settori.

Per tutto ciò che non è specificato in questo regolamento, si fa riferimento alle leggi e regolamenti vigenti."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),2,ART. 2 OGGETTO E AMBITO DI APPLICAZIONE DEL REGOLAMENTO,"Il presente regolamento, adottato nell'ambito della potestà regolamentare prevista dall'articolo 52 del decreto legislativo 15 dicembre 1997, n. 446, integra la disciplina legislativa della tassa sui rifiuti, statuita dall'art. 1, commi 641 e seguenti della legge 27 dicembre 2013, n. 147, conformemente alle disposizioni contenute nel D.Lgs. 3 settembre 2020, n.116, e dal D.P.R. 158/1999, aggiornate secondo il contenuto della delibera n. 443/2019, n. 363/2021 e 15/2022 emanate dall'autorità di regolazione ARERA.

Il presente regolamento fissa i criteri per l'applicazione del tributo al fine di:
- definire i coefficienti ed i meccanismi di determinazione delle tariffe delle diverse utenze, unitamente alle modalità di applicazione del tributo;
- classificare le categorie di utenza, nel rispetto delle disposizioni dettate dal legislatore nazionale, in considerazione della potenzialità dei rifiuti conferiti;
- esercitare la potestà regolamentare attribuita ai Comuni ai sensi dell'articolo 52 del D.Lgs. 15 dicembre 1997, n. 446, con particolare riferimento alla gestione del tributo, alle riduzioni ed agevolazioni previste dal legislatore.","Questo regolamento, creato secondo l'articolo 52 del decreto legislativo del 15 dicembre 1997, n. 446, aggiunge dettagli alla legge sulla tassa sui rifiuti, stabilita dall'articolo 1, commi 641 e seguenti della legge del 27 dicembre 2013, n. 147. Si allinea anche con le regole del D.Lgs. 3 settembre 2020, n.116, e del D.P.R. 158/1999, aggiornate dalle delibere n. 443/2019, n. 363/2021 e 15/2022 dell'autorità ARERA.

Questo regolamento stabilisce come applicare la tassa sui rifiuti per:
- definire i coefficienti e i metodi per calcolare le tariffe per diversi tipi di utenze e spiegare come applicare la tassa;
- classificare le categorie di utenza, seguendo le leggi nazionali, in base alla quantità di rifiuti prodotti;
- permettere ai Comuni di gestire la tassa, incluse le riduzioni e agevolazioni previste dalla legge, come indicato nell'articolo 52 del D.Lgs. 15 dicembre 1997, n. 446."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),3,ART. 3 RIFIUTI URBANI E RIFIUTI SPECIALI,"La gestione dei rifiuti urbani comprende la raccolta, il trasporto, il recupero e lo smaltimento dei rifiuti urbani domestici e non domestici e costituisce un servizio di pubblico interesse, svolto in regime di privativa sull'intero territorio comunale.

La definizione e classificazione delle diverse tipologie di rifiuti sono contenute nel Decreto Legislativo 3 aprile 2006, n.152 e s.m.i., così come modificato dal D.Lgs. 116/2020, dal 1 gennaio 2021, i rifiuti sono classificabili, secondo l'origine, in rifiuti urbani e rifiuti speciali e, secondo le caratteristiche di pericolosità, in rifiuti pericolosi e rifiuti non pericolosi.

Il recepimento nel nostro ordinamento delle direttive europee sull'economia circolare ha determinato una revisione del Decreto Legislativo 3 aprile 2006 n. 152 (Testo Unico Ambientale – T.U.A.) sotto vari profili. In particolare il Decreto Legislativo 3 settembre 2020 n. 116, attuativo della delibera comunitaria n. 851/2018 riforma l'art. 198 del T.U.A. (art. 1 comma 24 della D.Leg.vo 116/2020) sopprimendo ogni riferimento ai rifiuti assimilati agli urbani.

Sono Rifiuti Urbani ai sensi dell'articolo 183, comma, lettera b)-ter del Decreto Legislativo 3 aprile 2006, n. 152:
- i rifiuti domestici indifferenziati e da raccolta differenziata, ivi compresi: carta e cartone, vetro, metalli, plastica, rifiuti organici, legno, tessili, imballaggi, rifiuti di apparecchiature elettriche ed elettroniche, rifiuti di pile e accumulatori e rifiuti ingombranti, ivi compresi materassi e mobili;
- i rifiuti indifferenziati e da raccolta differenziata provenienti da altre fonti che sono simili per natura e composizione ai rifiuti domestici indicati nell'allegato L-quater prodotti dalle attività riportate nell'allegato L-quinquies al medesimo decreto legislativo;
-i rifiuti provenienti dallo spazzamento delle strade e dallo svuotamento dei cestini portarifiuti;
- i rifiuti di qualunque natura o provenienza, giacenti sulle strade ed aree pubbliche o sulle strade ed aree private comunque soggette ad uso pubblico o sulle spiagge marittime e lacuali e sulle rive dei corsi d'acqua;
- i rifiuti della manutenzione del verde pubblico, come foglie, sfalci d'erba e potature di alberi, nonché i rifiuti risultanti dalla pulizia dei mercati;
- i rifiuti provenienti da aree cimiteriali, esumazioni ed estumulazioni, nonché gli altri rifiuti provenienti da attività cimiteriale diversi da quelli di cui alle lettere c, d ed e.

Sono Rifiuti Speciali, così come definiti dall'articolo 184, comma 3, del D.Lgs. 3 aprile 2006, n. 152:
- i rifiuti prodotti nell'ambito delle attività agricole, agro-industriali e della silvicoltura, ai sensi e per gli effetti dell'articolo 2135 del Codice Civile, e della pesca;
- i rifiuti prodotti dalle attività di costruzione e demolizione, nonché i rifiuti che derivano dalle attività di scavo, fermo restando quanto disposto dall'articolo 184-bis, del D.Lgs. 3 aprile 2006, n. 152;
- i rifiuti prodotti nell'ambito delle lavorazioni industriali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle lavorazioni artigianali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle attività commerciali se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti prodotti nell'ambito delle attività di servizio se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti derivanti dall'attività di recupero e smaltimento di rifiuti, i fanghi prodotti dalla potabilizzazione e da altri trattamenti delle acque e dalla depurazione delle acque reflue, nonché i rifiuti da abbattimento di fumi, dalle fosse settiche e dalle reti fognarie;
- i rifiuti derivanti da attività sanitarie se diversi dai rifiuti urbani come sopra individuati;
- i rifiuti derivanti dalla pesca;
- i veicoli fuori uso.","La gestione dei rifiuti urbani include la raccolta, il trasporto, il recupero e lo smaltimento dei rifiuti domestici e non domestici. Questo servizio è di interesse pubblico e viene svolto in esclusiva su tutto il territorio comunale.

Il Decreto Legislativo 3 aprile 2006, n. 152, modificato dal D.Lgs. 116/2020, definisce e classifica i rifiuti. Dal 1 gennaio 2021, i rifiuti si dividono in urbani e speciali, in base alla loro origine, e in pericolosi e non pericolosi, in base alle loro caratteristiche.

L'adozione delle direttive europee sull'economia circolare ha portato a una revisione del Decreto Legislativo 3 aprile 2006 n. 152 (Testo Unico Ambientale – T.U.A.). In particolare, il Decreto Legislativo 3 settembre 2020 n. 116 ha modificato l'articolo 198 del T.U.A., eliminando i riferimenti ai rifiuti assimilati agli urbani.

Secondo l'articolo 183 del Decreto Legislativo 3 aprile 2006, n. 152, i Rifiuti Urbani includono:
- i rifiuti domestici, sia indifferenziati che differenziati, come carta, cartone, vetro, metalli, plastica, rifiuti organici, legno, tessili, imballaggi, apparecchiature elettriche ed elettroniche, pile, accumulatori e rifiuti ingombranti come materassi e mobili;
- i rifiuti simili ai domestici, provenienti da altre fonti, elencati nell'allegato L-quater e prodotti dalle attività dell'allegato L-quinquies;
- i rifiuti dallo spazzamento delle strade e dallo svuotamento dei cestini;
- i rifiuti trovati su strade e aree pubbliche o private ad uso pubblico, spiagge e rive di corsi d'acqua;
- i rifiuti della manutenzione del verde pubblico, come foglie e potature, e quelli dalla pulizia dei mercati;
- i rifiuti da aree cimiteriali, esumazioni ed estumulazioni, e altri rifiuti cimiteriali non inclusi nelle categorie precedenti.

I Rifiuti Speciali, secondo l'articolo 184 del D.Lgs. 3 aprile 2006, n. 152, includono:
- i rifiuti da attività agricole, agro-industriali, silvicoltura e pesca;
- i rifiuti da costruzione, demolizione e scavo;
- i rifiuti da lavorazioni industriali, artigianali, commerciali e di servizio, se diversi dai rifiuti urbani;
- i rifiuti da recupero e smaltimento di rifiuti, fanghi da trattamenti delle acque e depurazione, e rifiuti da abbattimento di fumi, fosse settiche e reti fognarie;
- i rifiuti da attività sanitarie, se diversi dai rifiuti urbani;
- i rifiuti dalla pesca;
- i veicoli fuori uso."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),4,ART. 4 SOGGETTO ATTIVO,"La TARI è applicata e riscossa dal Comune nel cui territorio insiste, interamente o prevalentemente, la superficie dei locali ed aree tassabili. Ai fini della prevalenza si considera l'intera superficie dell'immobile, anche se parte di essa sia esclusa o esente da tassa.

In caso di variazioni delle circoscrizioni territoriali dei comuni, anche se dipendenti dall'istituzione di nuovi comuni, si considera soggetto attivo il Comune nell'ambito del cui territorio risultano ubicati gli immobili al 1° gennaio dell'anno cui la tassa si riferisce, salvo diversa intesa tra gli enti interessati e fermo rimanendo il divieto di doppia imposizione.

Il soggetto che si occupa della gestione dei rifiuti, svolta in regime di privativa pubblica sull'intero territorio comunale, è designato come gestore del servizio.","Il Comune applica e riscuote la TARI per i locali e le aree tassabili che si trovano nel suo territorio, interamente o per la maggior parte. Per stabilire quale Comune è responsabile, si considera l'intera superficie dell'immobile, anche se alcune parti non sono soggette a tassa.

Se cambiano i confini dei comuni, anche per la creazione di nuovi comuni, il Comune responsabile è quello in cui si trovano gli immobili al 1° gennaio dell'anno a cui si riferisce la tassa. Questo vale a meno che i comuni coinvolti non abbiano un accordo diverso, e non ci sia una doppia imposizione.

Il gestore del servizio di gestione dei rifiuti, che opera in regime di esclusiva pubblica su tutto il territorio comunale, è chiamato gestore del servizio."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),5,ART. 5 SOGGETTO PASSIVO,"La TARI è dovuta da chi, persona fisica o giuridica, a qualsiasi titolo possieda o detenga i locali o aree scoperte a qualsiasi uso adibiti, suscettibili di produrre rifiuti urbani di cui all'art. 183 comma 1 lettera b-ter del D.Lgs. 152/2006, con vincolo di solidarietà tra i componenti la famiglia o coloro che usano in comune le superfici stesse. In caso di pluralità di possessori o di detentori, essi sono tenuti in solido all'adempimento dell'obbligazione tributaria

In caso di detenzione temporanea, di durata non superiore a sei mesi, nel corso dello stesso anno solare, la TARI è dovuta soltanto dal possessore dei locali e delle aree a titolo di proprietà, usufrutto, uso, abitazione o superficie.

In presenza di locali in multiproprietà e di centri commerciali integrati, responsabile del versamento della tassa dovuta per i locali e per le aree scoperte di uso comune, è il soggetto che gestisce i servizi comuni. I locali e le aree scoperte in uso esclusivo restano invece a carico dei singoli occupanti o detentori.

Per le organizzazioni prive di personalità giuridica e le associazioni non riconosciute la tassa è dovuta da chi le presiede o le rappresenta, con vincolo di solidarietà tra tutti i soci.

Per i locali destinati ad attività ricettiva (residence, affittacamere, B&B e simili) la tariffa è dovuta da chi gestisce l'attività; i locali di affittacamere sono quelli per i quali l'attività è conseguente ad una autorizzazione amministrativa rilasciata dal competente ufficio.

Il Comune, quale ente impositore, è soggetto passivo del tributo per i locali e le aree adibite ad uffici e servizi comunali. La copertura delle spese è assicurata da risorse diverse dai proventi del tributo relativo all'esercizio di competenza.","La TARI deve essere pagata da chiunque, persona fisica o giuridica, possieda o utilizzi locali o aree scoperte che possono produrre rifiuti urbani, come indicato nell'articolo 183 del D.Lgs. 152/2006. Se più persone possiedono o usano questi spazi, sono tutte responsabili insieme per il pagamento della tassa.

Se qualcuno utilizza temporaneamente i locali per non più di sei mesi nello stesso anno, la TARI deve essere pagata solo dal proprietario o da chi ha un diritto reale come usufrutto, uso, abitazione o superficie.

Nei casi di multiproprietà o centri commerciali integrati, chi gestisce i servizi comuni deve pagare la tassa per le aree comuni. I singoli occupanti devono pagare per le aree che usano esclusivamente.

Per le organizzazioni senza personalità giuridica e le associazioni non riconosciute, il presidente o il rappresentante deve pagare la tassa, ma tutti i soci sono responsabili insieme.

Per le attività ricettive come residence, affittacamere e B&B, chi gestisce l'attività deve pagare la TARI. Gli affittacamere devono avere un'autorizzazione amministrativa per l'attività.

Il Comune paga la TARI per i locali e le aree usate per uffici e servizi comunali, ma copre le spese con risorse diverse dai proventi della TARI."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),6,ART. 6 PRESUPPOSTO OGGETTIVO,"Il presupposto della TARI è il possesso o la detenzione a qualsiasi titolo e anche di fatto, di locali o di aree scoperte, a qualsiasi uso adibiti, suscettibili di produrre rifiuti urbani.

Si considerano suscettibili di produrre rifiuti urbani:
- tutti i locali, comunque denominati, esistenti in qualsiasi specie di costruzione stabilmente infissa al suolo o nel suolo, chiusi o chiudibili da ogni lato verso l'esterno, qualunque sia la loro destinazione o il loro uso, a prescindere dalla loro regolarità in relazione alle disposizioni di carattere urbanistico edilizio e catastale;
- le aree scoperte, intendendosi per tali sia le superfici prive di edifici o di strutture edilizie, sia gli spazi circoscritti che non costituiscono locale, come tettoie, balconi, terrazze, dancing, cinema all'aperto e parcheggi, salvo i casi di esclusione di cui al successivo articolo 8;
- aree destinate in modo temporaneo e non continuativo ad attività quali mercati ambulanti, fiere, mostre ed attività similari.

La presenza di arredo oppure l'attivazione anche di uno solo dei pubblici servizi di erogazione idrica, elettrica, calore, gas, telefonica o informatica, costituiscono presunzione semplice dell'occupazione o conduzione dell'immobile e della conseguente attitudine alla produzione di rifiuti. Per le utenze non domestiche la medesima presunzione è integrata altresì dal rilascio da parte degli enti competenti, anche in forma tacita, di atti assentivi o autorizzativi per l'esercizio di attività nell'immobile o da dichiarazione rilasciata da titolare di pubblica autorità. Per le utenze domestiche la medesima presunzione è integrata dall'acquisizione della residenza anagrafica. Sono comunque considerati tassabili i locali non a destinazione abitativa sfitti e/o non occupati se idonei all'utilizzo di magazzino o deposito.

Nelle unità immobiliari adibite a civile abitazione, qualora una parte della superficie sia utilizzata per lo svolgimento di un'attività economica e/o professionale, il titolare ha l'obbligo di indicare la superficie destinata allo svolgimento dell'attività economica, e relativamente a tale superficie, si applica la tariffa vigente per l'attività stessa.

La mancata utilizzazione del servizio di gestione dei rifiuti urbani o l'interruzione temporanea dello stesso non comportano esonero o riduzione della TARI.","La TARI si applica a chi possiede o utilizza locali o aree scoperte che possono produrre rifiuti urbani.

Sono considerati in grado di produrre rifiuti urbani:
- tutti i locali di qualsiasi tipo, che fanno parte di una costruzione fissata al suolo, chiusi o chiudibili, indipendentemente dal loro uso o dalla loro regolarità urbanistica;
- le aree scoperte, come spazi senza edifici o strutture, e spazi delimitati che non sono locali, come tettoie, balconi, terrazze, cinema all'aperto e parcheggi, tranne nei casi di esclusione previsti dall'articolo 8;
- aree usate temporaneamente per attività come mercati ambulanti, fiere e mostre.

Se c'è arredamento o se sono attivi servizi pubblici come acqua, elettricità, gas o internet, si presume che l'immobile sia occupato e produca rifiuti. Per le attività non domestiche, questa presunzione è confermata anche da autorizzazioni rilasciate dagli enti competenti o da dichiarazioni di pubblica autorità. Per le abitazioni, la presunzione è confermata dalla residenza anagrafica. Anche i locali non abitativi vuoti o non occupati sono tassabili se possono essere usati come magazzino o deposito.

Nelle case, se una parte è usata per un'attività economica o professionale, il proprietario deve indicare la superficie usata per l'attività, e su questa si applica la tariffa specifica.

Non usare il servizio di gestione dei rifiuti urbani o interromperlo temporaneamente non esonera o riduce la TARI."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),7,ART. 7 DEFINIZIONI,"Ai fini del presente regolamento si intendono per:
- locali, le strutture stabilmente infisse al suolo chiuse su tre lati verso l'esterno, anche se non conformi alle disposizioni urbanistico-edilizie;
- aree scoperte, sia le superfici prive di edifici o di strutture edilizie, sia gli spazi circoscritti che non costituiscono locale, come tettoie, balconi, terrazze, campeggi, dancing e cinema all'aperto, parcheggi;
- utenze domestiche, le superfici adibite a civile abitazione;
- utenze non domestiche, le restanti superfici, tra cui le comunità, le attività commerciali, artigianali, industriali, professionali e le attività produttive in genere.","In questo regolamento, i termini significano:

- Locali: strutture fissate al suolo, chiuse su tre lati, anche se non seguono le regole urbanistiche ed edilizie.
- Aree scoperte: superfici senza edifici o strutture, o spazi delimitati che non sono locali, come tettoie, balconi, terrazze, campeggi, dancing, cinema all'aperto e parcheggi.
- Utenze domestiche: superfici usate come abitazioni civili.
- Utenze non domestiche: tutte le altre superfici, come quelle di comunità, attività commerciali, artigianali, industriali, professionali e produttive in generale."
calabria,Regolamento per la disciplina della Tassa sui Rifiuti (TARI),8,Art. 12 VINCOLO DI SOLIDARIETÀ,"I soggetti passivi che detengono o posseggano i locali o le aree, come individuate ai precedenti articoli 6 e 9, sono tenuti al versamento del tributo con vincolo di solidarietà tra i componenti del nucleo familiare o tra coloro che usano in comune i suddetti locali o aree.",Le persone che possiedono o utilizzano i locali o le aree indicate negli articoli 6 e 9 devono pagare il tributo. Tutti i membri della famiglia o le persone che condividono questi spazi sono responsabili insieme del pagamento.
campania,Regolamento d'uso degli impianti sportivi,1,ART. 1,"Gli Impianti Sportivi del Comune di Napoli sono destinati all'uso pubblico per la diffusione e la pratica dello sport inteso nelle sue forme educative, ricreative, addestrative ed agonistiche ed, in alternativa, per manifestazioni non sportive.

L'utilizzo degli impianti sportivi comunali è prioritariamente rivolto a soddisfare gli interessi generali della città.

I Concessionari e/o gli utenti degli impianti sportivi comunali possono essere: le Società Sportive, le Federazioni Sportive, gli Enti di Promozione Sportiva, le Scuole d'obbligo e Superiori e, in genere, tutti gli organismi associativi che perseguono finalità formative, ricreative e sociali nell'ambito dello Sport.

I singoli cittadini possono utilizzare gli impianti sportivi.

Le modalità d'uso degli impianti sportivi sono stabilite dal seguente Regolamento.","Gli Impianti Sportivi del Comune di Napoli sono aperti al pubblico per promuovere e praticare lo sport in modo educativo, ricreativo, formativo e agonistico. Possono anche essere usati per eventi non sportivi.

L'uso degli impianti sportivi comunali serve principalmente a soddisfare gli interessi della città.

Possono utilizzare gli impianti sportivi comunali: le Società Sportive, le Federazioni Sportive, gli Enti di Promozione Sportiva, le Scuole d'obbligo e Superiori e tutti gli organismi associativi che hanno scopi formativi, ricreativi e sociali legati allo sport.

Anche i singoli cittadini possono usare gli impianti sportivi.

Le regole per l'uso degli impianti sportivi sono descritte nel Regolamento."
campania,Regolamento d'uso degli impianti sportivi,2,ART. 2,"Gli impianti sportivi comunali di interesse cittadino, cosiddetti storici sono gestiti dal Dipartimento Educazione e Cultura, Servizio Gestione Grandi Impianti Sportivi. - Gli impianti sportivi a scala circoscrizionale sono gestiti dal Servizio Amministrativo Circoscrizionale.

Le destinazioni e le concessioni d'uso degli impianti sportivi comunali sono determinate dal Servizio GG.II.SS. e vistate dall'Assessore al ramo, nell'ambito degli indirizzi programmatici stabiliti per le diverse discipline sportive, e alle condizioni previste dal presente Regolamento e con le tariffe deliberate dal Consiglio Comunale. La Giunta Comunale può deliberare la concessione gratuita degli Impianti per manifestazioni di particolare interesse pubblico e senza scopo di lucro. I Consigli Circoscrizionali possono utilizzare gli impianti sportivi, cosiddetti storici, insistenti sul proprio territorio, o, in assenza, quelli limitrofi, purché le manifestazioni rientrino in un programma di rilevante interesse circoscrizionale, compatibile con la destinazione d'uso dell'impianto, e, preventivamente, concordato con l'Assessore al ramo. In tale caso l'utilizzo è da intendersi a titolo gratuito, previa approvazione della Giunta Comunale.

Nei giorni di Sabato e Domenica tutti gli impianti di dimensioni regolamentari sono destinati prevalentemente allo svolgimento di campionati e di manifestazioni.","Il Dipartimento Educazione e Cultura, attraverso il Servizio Gestione Grandi Impianti Sportivi, gestisce gli impianti sportivi comunali di interesse cittadino, detti storici. Gli impianti sportivi a livello di quartiere sono invece gestiti dal Servizio Amministrativo Circoscrizionale.

Il Servizio Gestione Grandi Impianti Sportivi decide come utilizzare e concedere gli impianti sportivi comunali. L'Assessore competente approva queste decisioni, seguendo le linee guida per le diverse discipline sportive, le condizioni del Regolamento e le tariffe stabilite dal Consiglio Comunale. La Giunta Comunale può decidere di concedere gratuitamente gli impianti per eventi di particolare interesse pubblico e senza scopo di lucro. I Consigli Circoscrizionali possono usare gli impianti sportivi storici nel loro territorio, o quelli vicini se non ne hanno, per eventi di grande interesse per il quartiere. Questi eventi devono essere compatibili con l'uso dell'impianto e concordati con l'Assessore competente. In questi casi, l'uso è gratuito, ma serve l'approvazione della Giunta Comunale.

Il Sabato e la Domenica, tutti gli impianti di dimensioni regolamentari sono principalmente riservati a campionati e manifestazioni."
